Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:41:27.023000,HUL,27,88.009,13.0,1.0,,,28.418,30.638,28.953,0 days 01:40:27.440000,0 days 01:40:58.078000,0 days 01:41:27.031000,312.0,313.0,304.0,325.0,False,MEDIUM,16.0,False,Haas F1 Team,0 days 01:39:59.014000,2023-09-03 13:41:00.059,1,11.0,False,,False,True
0 days 01:42:59.681000,HUL,27,92.658,14.0,1.0,,0 days 01:42:55.868000,28.583,31.022,33.053,0 days 01:41:55.614000,0 days 01:42:26.636000,0 days 01:42:59.689000,319.0,308.0,,327.0,False,MEDIUM,17.0,False,Haas F1 Team,0 days 01:41:27.023000,2023-09-03 13:42:28.068,1,13.0,False,,False,False
0 days 01:44:49.296000,HUL,27,109.615,15.0,2.0,0 days 01:43:21.946000,,50.388,30.303,28.924,0 days 01:43:50.077000,0 days 01:44:20.380000,0 days 01:44:49.304000,315.0,321.0,305.0,261.0,False,HARD,6.0,False,Haas F1 Team,0 days 01:42:59.681000,2023-09-03 13:44:00.726,1,17.0,False,,False,False
0 days 01:46:16.286000,HUL,27,86.99,16.0,2.0,,,28.381,29.965,28.644,0 days 01:45:17.685000,0 days 01:45:47.650000,0 days 01:46:16.294000,310.0,308.0,307.0,313.0,True,HARD,7.0,False,Haas F1 Team,0 days 01:44:49.296000,2023-09-03 13:45:50.341,1,17.0,False,,False,True
0 days 01:47:43.274000,HUL,27,86.988,17.0,2.0,,,28.315,29.968,28.705,0 days 01:46:44.609000,0 days 01:47:14.577000,0 days 01:47:43.282000,,309.0,306.0,,True,HARD,8.0,False,Haas F1 Team,0 days 01:46:16.286000,2023-09-03 13:47:17.331,1,17.0,False,,False,True
0 days 01:49:10.568000,HUL,27,87.294,18.0,2.0,,,28.432,30.085,28.777,0 days 01:48:11.714000,0 days 01:48:41.799000,0 days 01:49:10.576000,308.0,307.0,306.0,310.0,False,HARD,9.0,False,Haas F1 Team,0 days 01:47:43.274000,2023-09-03 13:48:44.319,1,17.0,False,,False,True
0 days 01:50:37.880000,HUL,27,87.312,19.0,2.0,,,28.491,30.078,28.743,0 days 01:49:39.067000,0 days 01:50:09.145000,0 days 01:50:37.888000,,307.0,306.0,,False,HARD,10.0,False,Haas F1 Team,0 days 01:49:10.568000,2023-09-03 13:50:11.613,1,17.0,False,,False,True
0 days 01:52:04.958000,HUL,27,87.078,20.0,2.0,,,28.437,29.93,28.711,0 days 01:51:06.325000,0 days 01:51:36.255000,0 days 01:52:04.966000,,311.0,306.0,313.0,False,HARD,11.0,False,Haas F1 Team,0 days 01:50:37.880000,2023-09-03 13:51:38.925,1,17.0,False,,False,True
0 days 01:53:32.119000,HUL,27,87.161,21.0,2.0,,,28.445,29.983,28.733,0 days 01:52:33.411000,0 days 01:53:03.394000,0 days 01:53:32.127000,309.0,310.0,307.0,312.0,False,HARD,12.0,False,Haas F1 Team,0 days 01:52:04.958000,2023-09-03 13:53:06.003,1,16.0,False,,False,True
0 days 01:54:59.193000,HUL,27,87.074,22.0,2.0,,,28.383,30.088,28.603,0 days 01:54:00.510000,0 days 01:54:30.598000,0 days 01:54:59.201000,310.0,311.0,308.0,313.0,False,HARD,13.0,False,Haas F1 Team,0 days 01:53:32.119000,2023-09-03 13:54:33.164,1,16.0,False,,False,True
0 days 01:56:26.483000,HUL,27,87.29,23.0,2.0,,,28.497,30.184,28.609,0 days 01:55:27.698000,0 days 01:55:57.882000,0 days 01:56:26.491000,309.0,309.0,308.0,310.0,False,HARD,14.0,False,Haas F1 Team,0 days 01:54:59.193000,2023-09-03 13:56:00.238,1,16.0,False,,False,True
0 days 01:57:53.626000,HUL,27,87.143,24.0,2.0,,,28.32,30.111,28.712,0 days 01:56:54.811000,0 days 01:57:24.922000,0 days 01:57:53.634000,310.0,312.0,308.0,316.0,False,HARD,15.0,False,Haas F1 Team,0 days 01:56:26.483000,2023-09-03 13:57:27.528,1,16.0,False,,False,True
0 days 01:59:20.855000,HUL,27,87.229,25.0,2.0,,,28.362,30.216,28.651,0 days 01:58:21.996000,0 days 01:58:52.212000,0 days 01:59:20.863000,309.0,311.0,306.0,,False,HARD,16.0,False,Haas F1 Team,0 days 01:57:53.626000,2023-09-03 13:58:54.671,1,15.0,False,,False,True
0 days 02:00:48.199000,HUL,27,87.344,26.0,2.0,,,28.518,30.161,28.665,0 days 01:59:49.381000,0 days 02:00:19.542000,0 days 02:00:48.207000,,311.0,306.0,314.0,False,HARD,17.0,False,Haas F1 Team,0 days 01:59:20.855000,2023-09-03 14:00:21.900,1,14.0,False,,False,True
0 days 02:02:15.279000,HUL,27,87.08,27.0,2.0,,,28.425,29.874,28.781,0 days 02:01:16.632000,0 days 02:01:46.506000,0 days 02:02:15.287000,310.0,313.0,306.0,316.0,False,HARD,18.0,False,Haas F1 Team,0 days 02:00:48.199000,2023-09-03 14:01:49.244,1,14.0,False,,False,True
0 days 02:03:42.879000,HUL,27,87.6,28.0,2.0,,,28.478,30.261,28.861,0 days 02:02:43.765000,0 days 02:03:14.026000,0 days 02:03:42.887000,311.0,312.0,307.0,312.0,False,HARD,19.0,False,Haas F1 Team,0 days 02:02:15.279000,2023-09-03 14:03:16.324,1,14.0,False,,False,True
0 days 02:05:10.345000,HUL,27,87.466,29.0,2.0,,,28.456,30.06,28.95,0 days 02:04:11.343000,0 days 02:04:41.403000,0 days 02:05:10.353000,,312.0,306.0,314.0,False,HARD,20.0,False,Haas F1 Team,0 days 02:03:42.879000,2023-09-03 14:04:43.924,1,14.0,False,,False,True
0 days 02:06:38.120000,HUL,27,87.775,30.0,2.0,,,28.736,30.201,28.838,0 days 02:05:39.089000,0 days 02:06:09.290000,0 days 02:06:38.128000,,310.0,306.0,315.0,False,HARD,21.0,False,Haas F1 Team,0 days 02:05:10.345000,2023-09-03 14:06:11.390,1,14.0,False,,False,True
0 days 02:08:05.667000,HUL,27,87.547,31.0,2.0,,,28.462,30.232,28.853,0 days 02:07:06.590000,0 days 02:07:36.822000,0 days 02:08:05.675000,,310.0,306.0,316.0,False,HARD,22.0,False,Haas F1 Team,0 days 02:06:38.120000,2023-09-03 14:07:39.165,1,14.0,False,,False,True
0 days 02:09:33.643000,HUL,27,87.976,32.0,2.0,,,28.523,30.448,29.005,0 days 02:08:34.198000,0 days 02:09:04.646000,0 days 02:09:33.651000,310.0,307.0,306.0,315.0,False,HARD,23.0,False,Haas F1 Team,0 days 02:08:05.667000,2023-09-03 14:09:06.712,1,14.0,False,,False,True
0 days 02:11:02.218000,HUL,27,88.575,33.0,2.0,,,28.554,30.436,29.585,0 days 02:10:02.205000,0 days 02:10:32.641000,0 days 02:11:02.226000,308.0,286.0,308.0,314.0,False,HARD,24.0,False,Haas F1 Team,0 days 02:09:33.643000,2023-09-03 14:10:34.688,1,15.0,False,,False,True
0 days 02:12:30.209000,HUL,27,87.991,34.0,2.0,,,28.409,30.641,28.941,0 days 02:11:30.635000,0 days 02:12:01.276000,0 days 02:12:30.217000,309.0,311.0,307.0,322.0,False,HARD,25.0,False,Haas F1 Team,0 days 02:11:02.218000,2023-09-03 14:12:03.263,1,13.0,False,,False,True
0 days 02:13:58.154000,HUL,27,87.945,35.0,2.0,,,28.476,30.448,29.021,0 days 02:12:58.693000,0 days 02:13:29.141000,0 days 02:13:58.162000,,309.0,306.0,312.0,False,HARD,26.0,False,Haas F1 Team,0 days 02:12:30.209000,2023-09-03 14:13:31.254,1,13.0,False,,False,True
0 days 02:15:26.238000,HUL,27,88.084,36.0,2.0,,,28.527,30.275,29.282,0 days 02:14:26.689000,0 days 02:14:56.964000,0 days 02:15:26.246000,307.0,309.0,304.0,313.0,False,HARD,27.0,False,Haas F1 Team,0 days 02:13:58.154000,2023-09-03 14:14:59.199,1,13.0,False,,False,True
0 days 02:16:54.244000,HUL,27,88.006,37.0,2.0,,,28.515,30.466,29.025,0 days 02:15:54.761000,0 days 02:16:25.227000,0 days 02:16:54.252000,308.0,309.0,305.0,306.0,False,HARD,28.0,False,Haas F1 Team,0 days 02:15:26.238000,2023-09-03 14:16:27.283,1,13.0,False,,False,True
0 days 02:18:23.213000,HUL,27,88.969,38.0,2.0,,,29.096,30.844,29.029,0 days 02:17:23.348000,0 days 02:17:54.192000,0 days 02:18:23.221000,311.0,311.0,308.0,300.0,False,HARD,29.0,False,Haas F1 Team,0 days 02:16:54.244000,2023-09-03 14:17:55.289,1,14.0,False,,False,True
0 days 02:19:55.719000,HUL,27,92.506,39.0,2.0,,0 days 02:19:51.890000,28.556,30.527,33.423,0 days 02:18:51.777000,0 days 02:19:22.304000,0 days 02:19:55.727000,309.0,310.0,,311.0,False,HARD,30.0,False,Haas F1 Team,0 days 02:18:23.213000,2023-09-03 14:19:24.258,1,14.0,False,,False,False
0 days 02:21:42.089000,HUL,27,106.37,40.0,3.0,0 days 02:20:16.218000,,48.194,29.719,28.457,0 days 02:20:43.921000,0 days 02:21:13.640000,0 days 02:21:42.097000,309.0,308.0,306.0,269.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 02:19:55.719000,2023-09-03 14:20:56.764,1,17.0,False,,False,False
0 days 02:23:08.484000,HUL,27,86.395,41.0,3.0,,,28.215,29.637,28.543,0 days 02:22:10.312000,0 days 02:22:39.949000,0 days 02:23:08.492000,307.0,309.0,305.0,311.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 02:21:42.089000,2023-09-03 14:22:43.134,1,17.0,False,,False,True
0 days 02:24:34.586000,HUL,27,86.102,42.0,3.0,,,28.299,29.405,28.398,0 days 02:23:36.791000,0 days 02:24:06.196000,0 days 02:24:34.594000,306.0,308.0,305.0,310.0,True,MEDIUM,6.0,False,Haas F1 Team,0 days 02:23:08.484000,2023-09-03 14:24:09.529,1,17.0,False,,False,True
0 days 02:26:00.820000,HUL,27,86.234,43.0,3.0,,,28.341,29.487,28.406,0 days 02:25:02.935000,0 days 02:25:32.422000,0 days 02:26:00.828000,,308.0,307.0,,False,MEDIUM,7.0,False,Haas F1 Team,0 days 02:24:34.586000,2023-09-03 14:25:35.631,1,17.0,False,,False,True
0 days 02:27:27.279000,HUL,27,86.459,44.0,3.0,,,28.307,29.626,28.526,0 days 02:26:29.135000,0 days 02:26:58.761000,0 days 02:27:27.287000,307.0,308.0,306.0,311.0,False,MEDIUM,8.0,False,Haas F1 Team,0 days 02:26:00.820000,2023-09-03 14:27:01.865,1,17.0,False,,False,True
0 days 02:28:54.002000,HUL,27,86.723,45.0,3.0,,,28.329,29.675,28.719,0 days 02:27:55.616000,0 days 02:28:25.291000,0 days 02:28:54.010000,309.0,310.0,306.0,,False,MEDIUM,9.0,False,Haas F1 Team,0 days 02:27:27.279000,2023-09-03 14:28:28.324,1,17.0,False,,False,True
0 days 02:30:20.647000,HUL,27,86.645,46.0,3.0,,,28.345,29.762,28.538,0 days 02:29:22.355000,0 days 02:29:52.117000,0 days 02:30:20.655000,,310.0,306.0,,False,MEDIUM,10.0,False,Haas F1 Team,0 days 02:28:54.002000,2023-09-03 14:29:55.047,1,17.0,False,,False,True
0 days 02:31:46.898000,HUL,27,86.251,47.0,3.0,,,28.251,29.531,28.469,0 days 02:30:48.906000,0 days 02:31:18.437000,0 days 02:31:46.906000,,311.0,307.0,312.0,False,MEDIUM,11.0,False,Haas F1 Team,0 days 02:30:20.647000,2023-09-03 14:31:21.692,1,17.0,False,,False,True
0 days 02:33:13.257000,HUL,27,86.359,48.0,3.0,,,28.286,29.718,28.355,0 days 02:32:15.192000,0 days 02:32:44.910000,0 days 02:33:13.265000,307.0,308.0,308.0,310.0,False,MEDIUM,12.0,False,Haas F1 Team,0 days 02:31:46.898000,2023-09-03 14:32:47.943,1,17.0,False,,False,True
0 days 02:34:39.238000,HUL,27,85.981,49.0,3.0,,,28.367,29.43,28.184,0 days 02:33:41.632000,0 days 02:34:11.062000,0 days 02:34:39.246000,308.0,311.0,309.0,312.0,True,MEDIUM,13.0,False,Haas F1 Team,0 days 02:33:13.257000,2023-09-03 14:34:14.302,1,17.0,False,,False,True
0 days 02:36:05.132000,HUL,27,85.894,50.0,3.0,,,28.274,29.497,28.123,0 days 02:35:07.520000,0 days 02:35:37.017000,0 days 02:36:05.140000,,310.0,309.0,,True,MEDIUM,14.0,False,Haas F1 Team,0 days 02:34:39.238000,2023-09-03 14:35:40.283,1,17.0,False,,False,True
0 days 01:23:57.551000,OCO,31,95.655,1.0,1.0,,,,32.271,29.923,,0 days 01:23:27.631000,0 days 01:23:57.647000,327.0,311.0,305.0,267.0,False,MEDIUM,1.0,True,Alpine,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,17.0,False,,False,False
0 days 01:25:26.218000,OCO,31,88.667,2.0,1.0,,,28.747,30.479,29.441,0 days 01:24:26.292000,0 days 01:24:56.771000,0 days 01:25:26.212000,307.0,307.0,305.0,315.0,True,MEDIUM,2.0,True,Alpine,0 days 01:23:57.551000,2023-09-03 13:24:58.596,1,16.0,False,,False,True
0 days 01:26:54.040000,OCO,31,87.822,3.0,1.0,,,28.679,29.905,29.238,0 days 01:25:54.891000,0 days 01:26:24.796000,0 days 01:26:54.034000,304.0,323.0,305.0,313.0,True,MEDIUM,3.0,True,Alpine,0 days 01:25:26.218000,2023-09-03 13:26:27.263,1,16.0,False,,False,True
0 days 01:28:21.622000,OCO,31,87.582,4.0,1.0,,,28.339,30.071,29.172,0 days 01:27:22.373000,0 days 01:27:52.444000,0 days 01:28:21.616000,306.0,322.0,306.0,327.0,True,MEDIUM,4.0,True,Alpine,0 days 01:26:54.040000,2023-09-03 13:27:55.085,1,16.0,False,,False,True
0 days 01:29:49.007000,OCO,31,87.385,5.0,1.0,,,28.234,30.001,29.15,0 days 01:28:49.850000,0 days 01:29:19.851000,0 days 01:29:49.001000,,322.0,305.0,331.0,True,MEDIUM,5.0,True,Alpine,0 days 01:28:21.622000,2023-09-03 13:29:22.667,1,16.0,False,,False,True
0 days 01:31:16.313000,OCO,31,87.306,6.0,1.0,,,28.228,30.062,29.016,0 days 01:30:17.229000,0 days 01:30:47.291000,0 days 01:31:16.307000,,320.0,305.0,327.0,True,MEDIUM,6.0,True,Alpine,0 days 01:29:49.007000,2023-09-03 13:30:50.052,1,16.0,False,,False,True
0 days 01:32:43.430000,OCO,31,87.117,7.0,1.0,,,28.258,29.794,29.065,0 days 01:31:44.565000,0 days 01:32:14.359000,0 days 01:32:43.424000,,322.0,306.0,331.0,True,MEDIUM,7.0,True,Alpine,0 days 01:31:16.313000,2023-09-03 13:32:17.358,1,16.0,False,,False,True
0 days 01:34:10.739000,OCO,31,87.309,8.0,1.0,,,28.19,29.948,29.171,0 days 01:33:11.614000,0 days 01:33:41.562000,0 days 01:34:10.733000,308.0,321.0,305.0,,False,MEDIUM,8.0,True,Alpine,0 days 01:32:43.430000,2023-09-03 13:33:44.475,1,16.0,False,,False,True
0 days 01:35:38.135000,OCO,31,87.396,9.0,1.0,,,28.202,30.053,29.141,0 days 01:34:38.935000,0 days 01:35:08.988000,0 days 01:35:38.129000,,321.0,305.0,,False,MEDIUM,9.0,True,Alpine,0 days 01:34:10.739000,2023-09-03 13:35:11.784,1,16.0,False,,False,True
0 days 01:37:05.742000,OCO,31,87.607,10.0,1.0,,,28.372,30.045,29.19,0 days 01:36:06.501000,0 days 01:36:36.546000,0 days 01:37:05.736000,307.0,321.0,305.0,328.0,False,MEDIUM,10.0,True,Alpine,0 days 01:35:38.135000,2023-09-03 13:36:39.180,1,16.0,False,,False,True
0 days 01:38:33.480000,OCO,31,87.738,11.0,1.0,,,28.301,30.405,29.032,0 days 01:37:34.037000,0 days 01:38:04.442000,0 days 01:38:33.474000,308.0,312.0,305.0,331.0,False,MEDIUM,11.0,True,Alpine,0 days 01:37:05.742000,2023-09-03 13:38:06.787,1,15.0,False,,False,True
0 days 01:40:01.712000,OCO,31,88.232,12.0,1.0,,,28.571,30.347,29.314,0 days 01:39:02.045000,0 days 01:39:32.392000,0 days 01:40:01.706000,307.0,312.0,304.0,317.0,False,MEDIUM,12.0,True,Alpine,0 days 01:38:33.480000,2023-09-03 13:39:34.525,1,15.0,False,,False,True
0 days 01:41:29.567000,OCO,31,87.855,13.0,1.0,,,28.362,30.343,29.15,0 days 01:40:30.068000,0 days 01:41:00.411000,0 days 01:41:29.561000,,321.0,305.0,330.0,False,MEDIUM,13.0,True,Alpine,0 days 01:40:01.712000,2023-09-03 13:41:02.757,1,14.0,False,,False,True
0 days 01:42:57.658000,OCO,31,88.091,14.0,1.0,,,28.417,30.356,29.318,0 days 01:41:57.978000,0 days 01:42:28.334000,0 days 01:42:57.652000,308.0,322.0,304.0,324.0,False,MEDIUM,14.0,True,Alpine,0 days 01:41:29.567000,2023-09-03 13:42:30.612,1,12.0,False,,False,True
0 days 01:44:25.855000,OCO,31,88.197,15.0,1.0,,,28.46,30.513,29.224,0 days 01:43:26.112000,0 days 01:43:56.625000,0 days 01:44:25.849000,,306.0,304.0,327.0,False,MEDIUM,15.0,True,Alpine,0 days 01:42:57.658000,2023-09-03 13:43:58.703,1,12.0,False,,False,True
0 days 01:45:54.104000,OCO,31,88.249,16.0,1.0,,,28.678,30.517,29.054,0 days 01:44:54.527000,0 days 01:45:25.044000,0 days 01:45:54.098000,307.0,304.0,305.0,312.0,False,MEDIUM,16.0,True,Alpine,0 days 01:44:25.855000,2023-09-03 13:45:26.900,1,11.0,False,,False,True
0 days 01:47:22.215000,OCO,31,88.111,17.0,1.0,,,28.605,30.381,29.125,0 days 01:46:22.703000,0 days 01:46:53.084000,0 days 01:47:22.209000,,304.0,303.0,,False,MEDIUM,17.0,True,Alpine,0 days 01:45:54.104000,2023-09-03 13:46:55.149,1,11.0,False,,False,True
0 days 01:48:50.476000,OCO,31,88.261,18.0,1.0,,,28.629,30.459,29.173,0 days 01:47:50.838000,0 days 01:48:21.297000,0 days 01:48:50.470000,305.0,303.0,304.0,311.0,False,MEDIUM,18.0,True,Alpine,0 days 01:47:22.215000,2023-09-03 13:48:23.260,1,11.0,False,,False,True
0 days 01:50:18.692000,OCO,31,88.216,19.0,1.0,,,28.699,30.382,29.135,0 days 01:49:19.169000,0 days 01:49:49.551000,0 days 01:50:18.686000,,304.0,303.0,,False,MEDIUM,19.0,True,Alpine,0 days 01:48:50.476000,2023-09-03 13:49:51.521,1,11.0,False,,False,True
0 days 01:51:48.079000,OCO,31,89.387,20.0,1.0,,,29.677,30.625,29.085,0 days 01:50:48.363000,0 days 01:51:18.988000,0 days 01:51:48.073000,306.0,306.0,304.0,310.0,False,MEDIUM,20.0,True,Alpine,0 days 01:50:18.692000,2023-09-03 13:51:19.737,1,11.0,False,,False,True
0 days 01:53:16.568000,OCO,31,88.489,21.0,1.0,,,28.711,30.436,29.342,0 days 01:52:16.784000,0 days 01:52:47.220000,0 days 01:53:16.562000,307.0,307.0,304.0,,False,MEDIUM,21.0,True,Alpine,0 days 01:51:48.079000,2023-09-03 13:52:49.124,1,11.0,False,,False,True
0 days 01:54:45.452000,OCO,31,88.884,22.0,1.0,,,28.762,30.7,29.422,0 days 01:53:45.324000,0 days 01:54:16.024000,0 days 01:54:45.446000,304.0,304.0,303.0,,False,MEDIUM,22.0,True,Alpine,0 days 01:53:16.568000,2023-09-03 13:54:17.613,1,10.0,False,,False,True
0 days 01:56:14.926000,OCO,31,89.474,23.0,1.0,,,29.428,30.719,29.327,0 days 01:55:14.874000,0 days 01:55:45.593000,0 days 01:56:14.920000,307.0,304.0,304.0,,False,MEDIUM,23.0,True,Alpine,0 days 01:54:45.452000,2023-09-03 13:55:46.497,1,10.0,False,,False,True
0 days 01:57:48.425000,OCO,31,93.499,24.0,1.0,,0 days 01:57:44.608000,28.594,30.657,34.248,0 days 01:56:43.514000,0 days 01:57:14.171000,0 days 01:57:48.419000,305.0,305.0,,314.0,False,MEDIUM,24.0,True,Alpine,0 days 01:56:14.926000,2023-09-03 13:57:15.971,1,12.0,False,,False,False
0 days 01:59:35.803000,OCO,31,107.378,25.0,2.0,0 days 01:58:08.843000,,48.424,30.07,28.884,0 days 01:58:36.843000,0 days 01:59:06.913000,0 days 01:59:35.797000,304.0,304.0,305.0,282.0,False,HARD,4.0,False,Alpine,0 days 01:57:48.425000,2023-09-03 13:58:49.470,1,19.0,False,,False,False
0 days 02:01:02.961000,OCO,31,87.158,26.0,2.0,,,28.335,29.913,28.91,0 days 02:00:04.132000,0 days 02:00:34.045000,0 days 02:01:02.955000,306.0,306.0,306.0,314.0,False,HARD,5.0,False,Alpine,0 days 01:59:35.803000,2023-09-03 14:00:36.848,1,19.0,False,,False,True
0 days 02:02:30.080000,OCO,31,87.119,27.0,2.0,,,28.322,29.933,28.864,0 days 02:01:31.277000,0 days 02:02:01.210000,0 days 02:02:30.074000,,306.0,306.0,,False,HARD,6.0,False,Alpine,0 days 02:01:02.961000,2023-09-03 14:02:04.006,1,19.0,False,,False,True
0 days 02:03:57.270000,OCO,31,87.19,28.0,2.0,,,28.381,30.046,28.763,0 days 02:02:58.455000,0 days 02:03:28.501000,0 days 02:03:57.264000,308.0,306.0,306.0,313.0,False,HARD,7.0,False,Alpine,0 days 02:02:30.080000,2023-09-03 14:03:31.125,1,19.0,False,,False,True
0 days 02:05:24.620000,OCO,31,87.35,29.0,2.0,,,28.439,30.125,28.786,0 days 02:04:25.703000,0 days 02:04:55.828000,0 days 02:05:24.614000,,306.0,305.0,,False,HARD,8.0,False,Alpine,0 days 02:03:57.270000,2023-09-03 14:04:58.315,1,19.0,False,,False,True
0 days 02:06:51.928000,OCO,31,87.308,30.0,2.0,,,28.472,30.064,28.772,0 days 02:05:53.086000,0 days 02:06:23.150000,0 days 02:06:51.922000,307.0,306.0,306.0,314.0,False,HARD,9.0,False,Alpine,0 days 02:05:24.620000,2023-09-03 14:06:25.665,1,19.0,False,,False,True
0 days 02:08:19.136000,OCO,31,87.208,31.0,2.0,,,28.424,29.972,28.812,0 days 02:07:20.346000,0 days 02:07:50.318000,0 days 02:08:19.130000,,316.0,307.0,315.0,False,HARD,10.0,False,Alpine,0 days 02:06:51.928000,2023-09-03 14:07:52.973,1,19.0,False,,False,True
0 days 02:09:46.255000,OCO,31,87.119,32.0,2.0,,,28.426,29.892,28.801,0 days 02:08:47.556000,0 days 02:09:17.448000,0 days 02:09:46.249000,308.0,316.0,309.0,326.0,False,HARD,11.0,False,Alpine,0 days 02:08:19.136000,2023-09-03 14:09:20.181,1,18.0,False,,False,True
0 days 02:11:13.218000,OCO,31,86.963,33.0,2.0,,,28.305,29.946,28.712,0 days 02:10:14.554000,0 days 02:10:44.500000,0 days 02:11:13.212000,303.0,304.0,306.0,344.0,True,HARD,12.0,False,Alpine,0 days 02:09:46.255000,2023-09-03 14:10:47.300,1,17.0,False,,False,True
0 days 02:12:40.844000,OCO,31,87.626,34.0,2.0,,,28.494,30.238,28.894,0 days 02:11:41.706000,0 days 02:12:11.944000,0 days 02:12:40.838000,300.0,302.0,305.0,308.0,False,HARD,13.0,False,Alpine,0 days 02:11:13.218000,2023-09-03 14:12:14.263,1,15.0,False,,False,True
0 days 02:14:08.285000,OCO,31,87.441,35.0,2.0,,,28.604,30.054,28.783,0 days 02:13:09.442000,0 days 02:13:39.496000,0 days 02:14:08.279000,298.0,298.0,304.0,307.0,False,HARD,14.0,False,Alpine,0 days 02:12:40.844000,2023-09-03 14:13:41.889,1,15.0,False,,False,True
0 days 02:15:35.761000,OCO,31,87.476,36.0,2.0,,,28.527,30.087,28.862,0 days 02:14:36.806000,0 days 02:15:06.893000,0 days 02:15:35.755000,302.0,301.0,304.0,309.0,False,HARD,15.0,False,Alpine,0 days 02:14:08.285000,2023-09-03 14:15:09.330,1,15.0,False,,False,True
0 days 02:17:03.190000,OCO,31,87.429,37.0,2.0,,,28.474,30.165,28.79,0 days 02:16:04.229000,0 days 02:16:34.394000,0 days 02:17:03.184000,304.0,304.0,306.0,310.0,False,HARD,16.0,False,Alpine,0 days 02:15:35.761000,2023-09-03 14:16:36.806,1,15.0,False,,False,True
0 days 02:18:30.269000,OCO,31,87.079,38.0,2.0,,,28.461,29.89,28.728,0 days 02:17:31.645000,0 days 02:18:01.535000,0 days 02:18:30.263000,305.0,305.0,306.0,311.0,False,HARD,17.0,False,Alpine,0 days 02:17:03.190000,2023-09-03 14:18:04.235,1,15.0,False,,False,True
0 days 02:20:16.873000,OCO,31,106.604,39.0,2.0,,0 days 02:20:13.093000,28.452,30.315,47.837,0 days 02:18:58.715000,0 days 02:19:29.030000,0 days 02:20:16.867000,306.0,220.0,,,False,HARD,18.0,False,Alpine,0 days 02:18:30.269000,2023-09-03 14:19:31.314,1,18.0,False,,False,False
0 days 01:23:53.409000,NOR,4,91.513,1.0,1.0,,,,31.119,28.885,,0 days 01:23:24.506000,0 days 01:23:53.553000,310.0,307.0,305.0,290.0,False,MEDIUM,1.0,True,McLaren,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,9.0,False,,False,False
0 days 01:25:20.984000,NOR,4,87.575,2.0,1.0,,,28.537,30.36,28.678,0 days 01:24:21.928000,0 days 01:24:52.288000,0 days 01:25:20.966000,315.0,313.0,307.0,311.0,True,MEDIUM,2.0,True,McLaren,0 days 01:23:53.409000,2023-09-03 13:24:54.454,1,8.0,False,,False,True
0 days 01:26:48.089000,NOR,4,87.105,3.0,1.0,,,28.693,29.848,28.564,0 days 01:25:49.659000,0 days 01:26:19.507000,0 days 01:26:48.071000,310.0,322.0,307.0,293.0,True,MEDIUM,3.0,True,McLaren,0 days 01:25:20.984000,2023-09-03 13:26:22.029,1,8.0,False,,False,True
0 days 01:28:15.158000,NOR,4,87.069,4.0,1.0,,,28.445,29.988,28.636,0 days 01:27:16.516000,0 days 01:27:46.504000,0 days 01:28:15.140000,309.0,316.0,308.0,312.0,True,MEDIUM,4.0,True,McLaren,0 days 01:26:48.089000,2023-09-03 13:27:49.134,1,8.0,False,,False,True
0 days 01:29:42.300000,NOR,4,87.142,5.0,1.0,,,28.562,29.982,28.598,0 days 01:28:43.702000,0 days 01:29:13.684000,0 days 01:29:42.282000,,312.0,307.0,307.0,False,MEDIUM,5.0,True,McLaren,0 days 01:28:15.158000,2023-09-03 13:29:16.203,1,8.0,True,TRACK LIMITS AT TURN 7 LAP 5 ,False,True
0 days 01:31:09.096000,NOR,4,86.796,6.0,1.0,,,28.38,29.732,28.684,0 days 01:30:10.662000,0 days 01:30:40.394000,0 days 01:31:09.078000,312.0,319.0,307.0,305.0,True,MEDIUM,6.0,True,McLaren,0 days 01:29:42.300000,2023-09-03 13:30:43.345,1,8.0,False,,False,True
0 days 01:32:35.960000,NOR,4,86.864,7.0,1.0,,,28.36,29.946,28.558,0 days 01:31:37.438000,0 days 01:32:07.384000,0 days 01:32:35.942000,308.0,310.0,309.0,308.0,False,MEDIUM,7.0,True,McLaren,0 days 01:31:09.096000,2023-09-03 13:32:10.141,1,8.0,False,,False,True
0 days 01:34:02.588000,NOR,4,86.628,8.0,1.0,,,28.271,29.746,28.611,0 days 01:33:04.213000,0 days 01:33:33.959000,0 days 01:34:02.570000,313.0,319.0,308.0,310.0,True,MEDIUM,8.0,True,McLaren,0 days 01:32:35.960000,2023-09-03 13:33:37.005,1,8.0,False,,False,True
